camera,camera_type,exposure_s,iso_gain,bortle_class,filter,sky_temp_c,sensor_temp_c,read_noise_e,dark_current_e_s,signal_e,total_noise_e,snr_single_sub,target_snr,recommended_subs,scenario_date
ZWO ASI533MC Pro,Cooled,30,1600,6,None,5,-10.0,1.5,0.003,181.8,14.22,12.8,100,61,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,5,0.0,1.5,0.0051,204.4,14.23,14.4,100,48,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,5,5.0,1.5,0.0061,173.1,14.23,12.2,100,67,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,5,10.0,1.5,0.0072,182.9,14.23,12.9,100,60,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,10,-10.0,1.5,0.003,191.4,14.22,13.5,100,55,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,10,0.0,1.5,0.0051,183.9,14.23,12.9,100,59,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,10,5.0,1.5,0.0061,189.1,14.23,13.3,100,56,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,10,10.0,1.5,0.0072,181.0,14.23,12.7,100,61,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,15,-10.0,1.5,0.003,175.9,14.22,12.4,100,65,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,15,0.0,1.5,0.0051,172.4,14.23,12.1,100,68,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,15,5.0,1.5,0.0061,177.0,14.23,12.4,100,64,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,None,15,10.0,1.5,0.0072,207.2,14.23,14.6,100,47,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,0,-10.0,1.5,0.003,231.4,14.22,16.3,100,37,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,0,0.0,1.5,0.0051,227.5,14.23,16.0,100,39,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,0,5.0,1.5,0.0061,222.7,14.23,15.7,100,40,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,0,10.0,1.5,0.0072,237.5,14.23,16.7,100,35,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,5,-10.0,1.5,0.003,211.6,14.22,14.9,100,45,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,5,0.0,1.5,0.0051,217.8,14.23,15.3,100,42,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,5,5.0,1.5,0.0061,235.1,14.23,16.5,100,36,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,5,10.0,1.5,0.0072,227.0,14.23,16.0,100,39,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,10,-10.0,1.5,0.003,240.3,14.22,16.9,100,35,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,10,0.0,1.5,0.0051,246.1,14.23,17.3,100,33,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,10,5.0,1.5,0.0061,242.7,14.23,17.1,100,34,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,10,10.0,1.5,0.0072,213.6,14.23,15.0,100,44,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,15,-10.0,1.5,0.003,209.4,14.22,14.7,100,46,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,15,0.0,1.5,0.0051,212.9,14.23,15.0,100,44,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,15,5.0,1.5,0.0061,240.9,14.23,16.9,100,34,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Enhance,15,10.0,1.5,0.0072,246.9,14.23,17.3,100,33,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,247.4,14.22,17.4,100,33,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,218.8,14.23,15.4,100,42,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,243.5,14.23,17.1,100,34,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,229.7,14.23,16.1,100,38,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,242.7,14.22,17.1,100,34,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,230.2,14.23,16.2,100,38,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,211.9,14.23,14.9,100,45,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,208.8,14.23,14.7,100,46,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,248.8,14.22,17.5,100,32,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,224.6,14.23,15.8,100,40,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,221.2,14.23,15.5,100,41,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,221.4,14.23,15.6,100,41,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,222.5,14.22,15.6,100,40,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,248.3,14.23,17.5,100,32,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,208.1,14.23,14.6,100,46,2025-12-11
ZWO ASI533MC Pro,Cooled,30,1600,6,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,210.6,14.23,14.8,100,45,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,0,-10.0,1.5,0.003,264.5,7.23,36.6,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,0,0.0,1.5,0.0051,252.5,7.24,34.9,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,0,5.0,1.5,0.0061,231.4,7.24,32.0,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,0,10.0,1.5,0.0072,226.7,7.24,31.3,100,10,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,5,-10.0,1.5,0.003,236.2,7.23,32.7,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,5,0.0,1.5,0.0051,238.0,7.24,32.9,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,5,5.0,1.5,0.0061,225.7,7.24,31.2,100,10,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,5,10.0,1.5,0.0072,235.8,7.24,32.6,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,10,-10.0,1.5,0.003,261.9,7.23,36.2,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,10,0.0,1.5,0.0051,267.8,7.24,37.0,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,10,5.0,1.5,0.0061,269.9,7.24,37.3,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,10,10.0,1.5,0.0072,244.5,7.24,33.8,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,15,-10.0,1.5,0.003,241.0,7.23,33.3,100,9,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,15,0.0,1.5,0.0051,275.0,7.24,38.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,15,5.0,1.5,0.0061,263.5,7.24,36.4,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,None,15,10.0,1.5,0.0072,251.9,7.24,34.8,100,8,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,0,-10.0,1.5,0.003,285.3,7.23,39.4,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,0,0.0,1.5,0.0051,289.3,7.24,40.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,0,5.0,1.5,0.0061,300.9,7.24,41.6,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,0,10.0,1.5,0.0072,302.5,7.24,41.8,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,5,-10.0,1.5,0.003,270.8,7.23,37.4,100,7,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,5,0.0,1.5,0.0051,327.6,7.24,45.2,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,5,5.0,1.5,0.0061,304.5,7.24,42.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,5,10.0,1.5,0.0072,305.3,7.24,42.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,10,-10.0,1.5,0.003,282.7,7.23,39.1,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,10,0.0,1.5,0.0051,315.9,7.24,43.6,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,10,5.0,1.5,0.0061,314.2,7.24,43.4,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,10,10.0,1.5,0.0072,275.7,7.24,38.1,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,15,-10.0,1.5,0.003,305.7,7.23,42.3,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,15,0.0,1.5,0.0051,309.5,7.24,42.8,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,15,5.0,1.5,0.0061,320.1,7.24,44.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Enhance,15,10.0,1.5,0.0072,282.4,7.24,39.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,322.7,7.23,44.6,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,297.7,7.24,41.1,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,275.8,7.24,38.1,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,276.3,7.24,38.2,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,281.9,7.23,39.0,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,287.0,7.24,39.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,299.8,7.24,41.4,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,314.9,7.24,43.5,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,281.2,7.23,38.9,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,329.6,7.24,45.5,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,279.7,7.24,38.6,100,6,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,306.0,7.24,42.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,325.7,7.23,45.0,100,4,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,320.0,7.24,44.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,308.9,7.24,42.7,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,3,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,312.9,7.24,43.2,100,5,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,0,-10.0,1.5,0.003,213.2,10.12,21.1,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,0,0.0,1.5,0.0051,207.4,10.12,20.5,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,0,5.0,1.5,0.0061,227.0,10.12,22.4,100,19,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,0,10.0,1.5,0.0072,211.1,10.12,20.9,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,5,-10.0,1.5,0.003,223.5,10.12,22.1,100,20,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,5,0.0,1.5,0.0051,217.3,10.12,21.5,100,21,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,5,5.0,1.5,0.0061,249.2,10.12,24.6,100,16,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,5,10.0,1.5,0.0072,247.5,10.12,24.4,100,16,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,10,-10.0,1.5,0.003,244.7,10.12,24.2,100,17,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,10,0.0,1.5,0.0051,239.8,10.12,23.7,100,17,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,10,5.0,1.5,0.0061,214.1,10.12,21.2,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,10,10.0,1.5,0.0072,209.2,10.12,20.7,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,15,-10.0,1.5,0.003,237.1,10.12,23.4,100,18,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,15,0.0,1.5,0.0051,236.5,10.12,23.4,100,18,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,15,5.0,1.5,0.0061,224.0,10.12,22.1,100,20,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,None,15,10.0,1.5,0.0072,228.7,10.12,22.6,100,19,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,0,-10.0,1.5,0.003,275.4,10.12,27.2,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,0,0.0,1.5,0.0051,261.6,10.12,25.9,100,14,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,0,5.0,1.5,0.0061,265.7,10.12,26.3,100,14,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,0,10.0,1.5,0.0072,271.5,10.12,26.8,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,5,-10.0,1.5,0.003,281.7,10.12,27.8,100,12,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,5,0.0,1.5,0.0051,301.2,10.12,29.8,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,5,5.0,1.5,0.0061,278.1,10.12,27.5,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,5,10.0,1.5,0.0072,288.8,10.12,28.5,100,12,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,10,-10.0,1.5,0.003,292.9,10.12,29.0,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,10,0.0,1.5,0.0051,254.7,10.12,25.2,100,15,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,10,5.0,1.5,0.0061,284.5,10.12,28.1,100,12,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,10,10.0,1.5,0.0072,275.0,10.12,27.2,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,15,-10.0,1.5,0.003,280.0,10.12,27.7,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,15,0.0,1.5,0.0051,250.5,10.12,24.8,100,16,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,15,5.0,1.5,0.0061,298.4,10.12,29.5,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Enhance,15,10.0,1.5,0.0072,301.0,10.12,29.7,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,248.6,10.12,24.6,100,16,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,260.1,10.12,25.7,100,15,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,258.3,10.12,25.5,100,15,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,291.5,10.12,28.8,100,12,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,281.4,10.12,27.8,100,12,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,258.2,10.12,25.5,100,15,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,293.3,10.12,29.0,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,267.9,10.12,26.5,100,14,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,273.8,10.12,27.1,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,269.8,10.12,26.7,100,14,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,277.2,10.12,27.4,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,274.9,10.12,27.2,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,263.6,10.12,26.1,100,14,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,271.8,10.12,26.9,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,298.5,10.12,29.5,100,11,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,4,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,276.2,10.12,27.3,100,13,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,0,-10.0,1.5,0.003,227.5,12.34,18.4,100,29,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,0,0.0,1.5,0.0051,212.1,12.35,17.2,100,33,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,0,5.0,1.5,0.0061,221.3,12.35,17.9,100,31,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,0,10.0,1.5,0.0072,201.3,12.35,16.3,100,37,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,5,-10.0,1.5,0.003,222.2,12.34,18.0,100,30,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,5,0.0,1.5,0.0051,200.1,12.35,16.2,100,38,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,5,5.0,1.5,0.0061,189.8,12.35,15.4,100,42,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,5,10.0,1.5,0.0072,195.8,12.35,15.9,100,39,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,10,-10.0,1.5,0.003,189.9,12.34,15.4,100,42,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,10,0.0,1.5,0.0051,228.8,12.35,18.5,100,29,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,10,5.0,1.5,0.0061,231.0,12.35,18.7,100,28,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,10,10.0,1.5,0.0072,221.0,12.35,17.9,100,31,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,15,-10.0,1.5,0.003,193.5,12.34,15.7,100,40,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,15,0.0,1.5,0.0051,226.8,12.35,18.4,100,29,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,15,5.0,1.5,0.0061,220.2,12.35,17.8,100,31,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,None,15,10.0,1.5,0.0072,203.0,12.35,16.4,100,37,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,0,-10.0,1.5,0.003,252.1,12.34,20.4,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,0,0.0,1.5,0.0051,260.2,12.35,21.1,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,0,5.0,1.5,0.0061,228.0,12.35,18.5,100,29,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,0,10.0,1.5,0.0072,252.1,12.35,20.4,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,5,-10.0,1.5,0.003,263.7,12.34,21.4,100,21,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,5,0.0,1.5,0.0051,236.3,12.35,19.1,100,27,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,5,5.0,1.5,0.0061,249.2,12.35,20.2,100,24,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,5,10.0,1.5,0.0072,253.6,12.35,20.5,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,10,-10.0,1.5,0.003,263.9,12.34,21.4,100,21,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,10,0.0,1.5,0.0051,275.4,12.35,22.3,100,20,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,10,5.0,1.5,0.0061,269.6,12.35,21.8,100,20,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,10,10.0,1.5,0.0072,258.1,12.35,20.9,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,15,-10.0,1.5,0.003,256.2,12.34,20.8,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,15,0.0,1.5,0.0051,257.2,12.35,20.8,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,15,5.0,1.5,0.0061,254.3,12.35,20.6,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Enhance,15,10.0,1.5,0.0072,229.8,12.35,18.6,100,28,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,0,-10.0,1.5,0.003,262.0,12.34,21.2,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,0,0.0,1.5,0.0051,262.9,12.35,21.3,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,0,5.0,1.5,0.0061,252.6,12.35,20.5,100,23,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,0,10.0,1.5,0.0072,270.7,12.35,21.9,100,20,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,5,-10.0,1.5,0.003,260.7,12.34,21.1,100,22,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,5,0.0,1.5,0.0051,245.1,12.35,19.9,100,25,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,5,5.0,1.5,0.0061,227.8,12.35,18.5,100,29,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,5,10.0,1.5,0.0072,229.8,12.35,18.6,100,28,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,10,-10.0,1.5,0.003,244.5,12.34,19.8,100,25,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,10,0.0,1.5,0.0051,250.1,12.35,20.3,100,24,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,10,5.0,1.5,0.0061,235.2,12.35,19.1,100,27,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,10,10.0,1.5,0.0072,236.3,12.35,19.1,100,27,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,15,-10.0,1.5,0.003,238.4,12.34,19.3,100,26,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,15,0.0,1.5,0.0051,266.1,12.35,21.6,100,21,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,15,5.0,1.5,0.0061,265.7,12.35,21.5,100,21,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,5,Optolong L-Quad Enhance,15,10.0,1.5,0.0072,246.1,12.35,19.9,100,25,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,6,None,0,-10.0,1.5,0.003,177.5,14.22,12.5,100,64,2025-12-11
ZWO ASI533MC Pro,Cooled,30,3200,6,None,0,0.0,1.5,0.0051,175.2,14.23,12.3,100,65,2025-12-11
